URL,Size (KB),New Size (KB),Date of Red,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/10/biodataresume-simple-project-related.html,119.43,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/11/no-code-lms-using-wporg-tutor.html,119.35,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/01/notes-on-general-blogger-customization.html,119.34,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/02/notes-on-copying-local-storage-data-to.html,119.14,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/02/ceos-of-openai-and-anthropic-that-are.html,118.74,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/05/notes-on-handcoding-static-websites.html,118.73,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/10/notes-on-refreshing-and-improving-my.html,118.44,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/08/gita-web-app-nextjs-open-source-v13.html,118.25,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/05/some-observations-and-thoughts-about.html,117.87,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/08/added-settings-page-to-gita-web-app-to.html,117.50,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/01/timestamp-tracker-app-is-now-live-on.html,117.46,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/05/notes-on-bhagavad-gita-web-app-my-gita.html,117.27,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/05/notes-on-website-builders-and-content.html,117.26,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/05/how-to-search-through-files-using.html,117.07,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/09/missing-features-and-known-minor-issues.html,117.01,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/11/announcement-post-blogger-contempo.html,116.80,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/11/notes-on-react-redux.html,116.77,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/05/notes-on-vercel-nextjs-templates.html,116.48,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/01/gita-json-files-api-initial-version.html,116.36,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/01/notes-on-development-of-gita-static.html,116.27,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/02/notes-on-wrapping-content-of-html-pre.html,116.00,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/10/closer-look-at-bhagavad-gita-rest-api.html,115.98,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/05/finished-1st-round-of-nextjs-official.html,115.91,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/02/notes-on-react-useeffect.html,115.75,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/06/react-dashboard-with-background-image.html,115.66,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/05/notes-on-typescript.html,115.53,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/07/need-free-krishna-teaching-arjuna-pic.html,115.29,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/02/notes-on-rapid-development-of-simple.html,115.25,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/06/notes-about-using-proxy-with-curl-and.html,115.23,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/03/very-simple-launch-and-refresh.html,115.16,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/11/about-current-version-of-modified-react.html,115.04,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/01/notes-about-jquery-ajax-and-php.html,114.86,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/05/free-html-and-css-templates-sites.html,114.44,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/04/react-native-education-apps-open-source.html,114.20,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/12/very-satisfied-with-return-to-software.html,114.03,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/02/notes-on-using-javascript-libraries-cdn.html,113.90,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/08/notes-on-web-app-security.html,113.83,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/08/strange-issue-of-vscode-at-times.html,113.81,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/05/notes-on-ai-apps.html,113.77,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/03/restarted-my-commercial-work-career.html,113.77,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/05/notes-on-docker-and-kubernetes.html,113.68,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/06/notes-about-using-google-docs.html,113.61,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/02/test-html-code-snippet-in-blogger.html,113.52,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/02/displaying-code-snippet-in-blogger.html,113.42,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/09/can-puttaparthi-or-other-rural-india.html,113.18,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/03/misc-dev-notes-mar-2025.html,113.05,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/10/index-of-contempo-light-blogger-theme.html,113.02,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/01/windows-10-switch-between-dark-mode-and.html,112.79,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/07/firebase-studio-bolt-lovable-etc.html,111.62,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/12/seeking-full-stack-web-development-mern.html,111.22,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/03/very-simple-one-touchone-click.html,111.00,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/06/put-up-list-of-my-deployed-apps.html,110.41,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/07/tech-terms-web-app-vs-native-app.html,110.26,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/11/notes-on-azure.html,109.28,,,,,,,,,,,,,,,
